birdId,group,family,alphabeticalName,order,birdName,rarityType,habitat,SABAP2Ref,illustrationFile,mapFile,thumbnailFile,photosLocation,sonogramFile,sonogramName,soundName,resourceName,plateName,thumbnailName,mapNameBasic,mapNameZoomed,mapBarName,photoName,afrikaansName
310,Walkers,Francolins & Spurfowl,"Spurfowl, Hartlaub's",04_07_12,Hartlaub's Spurfowl,uncommon,TBC,184,Birds/Walkers/Francolins & Spurfowl/Hartlaub's Spurfowl/birdviewillustration,Birds/Walkers/Francolins & Spurfowl/Hartlaub's Spurfowl/map,Birds/Walkers/Francolins & Spurfowl/Hartlaub's Spurfowl/thumbnail,Birds/Walkers/Francolins & Spurfowl/Hartlaub's Spurfowl/Photos/,Birds/Walkers/Francolins & Spurfowl/Hartlaub's Spurfowl/sonogram,spurfowl_hartlaubs_sonogram,spurfowl_hartlaubs_sound,spurfowl_hartlaubs,spurfowl_hartlaubs_plate,spurfowl_hartlaubs_thumbnail,map_spurfowl_hartlaubs_b,map_spurfowl_hartlaubs_z,bar_spurfowl_hartlaubs,spurfowl_hartlaubs,Klipfisant
311,Walkers,Francolins & Spurfowl,"Partridge, Chukar",04_07_13,Chukar Partridge,rare,TBC,980,Birds/Walkers/Francolins & Spurfowl/Chukar Partridge/birdviewillustration,Birds/Walkers/Francolins & Spurfowl/Chukar Partridge/map,Birds/Walkers/Francolins & Spurfowl/Chukar Partridge/thumbnail,Birds/Walkers/Francolins & Spurfowl/Chukar Partridge/Photos/,Birds/Walkers/Francolins & Spurfowl/Chukar Partridge/sonogram,partridge_chukar_sonogram,partridge_chukar_sound,partridge_chukar,partridge_chukar_plate,partridge_chukar_thumbnail,map_partridge_chukar_b,map_partridge_chukar_z,bar_partridge_chukar,partridge_chukar,Asiatiese Patrys
312,Walkers,Francolins & Spurfowl,"Peafowl, Indian",04_07_14,Indian Peafowl,rare,TBC,1021,Birds/Walkers/Francolins & Spurfowl/Indian Peafowl/birdviewillustration,Birds/Walkers/Francolins & Spurfowl/Indian Peafowl/map,Birds/Walkers/Francolins & Spurfowl/Indian Peafowl/thumbnail,Birds/Walkers/Francolins & Spurfowl/Indian Peafowl/Photos/,Birds/Walkers/Francolins & Spurfowl/Indian Peafowl/sonogram,peafowl_indian_sonogram,peafowl_indian_sound,peafowl_indian,peafowl_indian_plate,peafowl_indian_thumbnail,map_peafowl_indian_b,map_peafowl_indian_z,bar_peafowl_indian,peafowl_indian,Makpou
313,Walkers,Quails,"Quail, Common",04_08_01,Common Quail,uncommon,TBC,189,Birds/Walkers/Quails/Common Quail/birdviewillustration,Birds/Walkers/Quails/Common Quail/map,Birds/Walkers/Quails/Common Quail/thumbnail,Birds/Walkers/Quails/Common Quail/Photos/,Birds/Walkers/Quails/Common Quail/sonogram,quail_common_sonogram,quail_common_sound,quail_common,quail_common_plate,quail_common_thumbnail,map_quail_common_b,map_quail_common_z,bar_quail_common,quail_common,Afrikaanse Kwartel
314,Walkers,Quails,"Quail, Harlequin",04_08_02,Harlequin Quail,uncommon,TBC,190,Birds/Walkers/Quails/Harlequin Quail/birdviewillustration,Birds/Walkers/Quails/Harlequin Quail/map,Birds/Walkers/Quails/Harlequin Quail/thumbnail,Birds/Walkers/Quails/Harlequin Quail/Photos/,Birds/Walkers/Quails/Harlequin Quail/sonogram,quail_harlequin_sonogram,quail_harlequin_sound,quail_harlequin,quail_harlequin_plate,quail_harlequin_thumbnail,map_quail_harlequin_b,map_quail_harlequin_z,bar_quail_harlequin,quail_harlequin,Bontkwartel
315,Walkers,Quails,"Quail, Blue",04_08_03,Blue Quail,rare,TBC,191,Birds/Walkers/Quails/Blue Quail/birdviewillustration,Birds/Walkers/Quails/Blue Quail/map,Birds/Walkers/Quails/Blue Quail/thumbnail,Birds/Walkers/Quails/Blue Quail/Photos/,Birds/Walkers/Quails/Blue Quail/sonogram,quail_blue_sonogram,quail_blue_sound,quail_blue,quail_blue_plate,quail_blue_thumbnail,map_quail_blue_b,map_quail_blue_z,bar_quail_blue,quail_blue,Bloukwartel
316,Walkers,Buttonquails,"Buttonquail, Common",04_09_01,Common Buttonquail,common,TBC,196,Birds/Walkers/Buttonquails/Common Buttonquail/birdviewillustration,Birds/Walkers/Buttonquails/Common Buttonquail/map,Birds/Walkers/Buttonquails/Common Buttonquail/thumbnail,Birds/Walkers/Buttonquails/Common Buttonquail/Photos/,Birds/Walkers/Buttonquails/Common Buttonquail/sonogram,buttonquail_common_sonogram,buttonquail_common_sound,buttonquail_common,buttonquail_common_plate,buttonquail_common_thumbnail,map_buttonquail_common_b,map_buttonquail_common_z,bar_buttonquail_common,buttonquail_common,Bosveldkwarteltjie
317,Walkers,Buttonquails,"Buttonquail, Black-rumped",04_09_02,Black-rumped Buttonquail,rare,TBC,4128,Birds/Walkers/Buttonquails/Black-rumped Buttonquail/birdviewillustration,Birds/Walkers/Buttonquails/Black-rumped Buttonquail/map,Birds/Walkers/Buttonquails/Black-rumped Buttonquail/thumbnail,Birds/Walkers/Buttonquails/Black-rumped Buttonquail/Photos/,Birds/Walkers/Buttonquails/Black-rumped Buttonquail/sonogram,buttonquail_black_rumped_sonogram,buttonquail_black_rumped_sound,buttonquail_black_rumped,buttonquail_black_rumped_plate,buttonquail_black_rumped_thumbnail,map_buttonquail_black_rumped_b,map_buttonquail_black_rumped_z,bar_buttonquail_black_rumped,buttonquail_blackrumped,Swartrugkwarteltjie
318,Walkers,Buttonquails,"Buttonquail, Fynbos",04_09_03,Fynbos Buttonquail,rare,TBC,1346,Birds/Walkers/Buttonquails/Fynbos Buttonquail/birdviewillustration,Birds/Walkers/Buttonquails/Fynbos Buttonquail/map,Birds/Walkers/Buttonquails/Fynbos Buttonquail/thumbnail,Birds/Walkers/Buttonquails/Fynbos Buttonquail/Photos/,Birds/Walkers/Buttonquails/Fynbos Buttonquail/sonogram,buttonquail_fynbos_sonogram,buttonquail_fynbos_sound,buttonquail_fynbos,buttonquail_fynbos_plate,buttonquail_fynbos_thumbnail,map_buttonquail_fynbos_b,map_buttonquail_fynbos_z,bar_buttonquail_fynbos,buttonquail_fynbos,Kaapse Kwarteltjie
319,Walkers,Thick-knees,"Thick-knee, Spotted",04_10_01,Spotted Thick-knee,common,TBC,275,Birds/Walkers/Thick-knees/Spotted Thick-knee/birdviewillustration,Birds/Walkers/Thick-knees/Spotted Thick-knee/map,Birds/Walkers/Thick-knees/Spotted Thick-knee/thumbnail,Birds/Walkers/Thick-knees/Spotted Thick-knee/Photos/,Birds/Walkers/Thick-knees/Spotted Thick-knee/sonogram,thick_knee_spotted_sonogram,thick_knee_spotted_sound,thick_knee_spotted,thick_knee_spotted_plate,thick_knee_spotted_thumbnail,map_thick_knee_spotted_b,map_thick_knee_spotted_z,bar_thick_knee_spotted,thickknee_spotted,Gewone Dikkop
320,Walkers,Thick-knees,"Thick-knee, Water",04_10_02,Water Thick-knee,common,TBC,274,Birds/Walkers/Thick-knees/Water Thick-knee/birdviewillustration,Birds/Walkers/Thick-knees/Water Thick-knee/map,Birds/Walkers/Thick-knees/Water Thick-knee/thumbnail,Birds/Walkers/Thick-knees/Water Thick-knee/Photos/,Birds/Walkers/Thick-knees/Water Thick-knee/sonogram,thick_knee_water_sonogram,thick_knee_water_sound,thick_knee_water,thick_knee_water_plate,thick_knee_water_thumbnail,map_thick_knee_water_b,map_thick_knee_water_z,bar_thick_knee_water,thickknee_water,Waterdikkop
321,Walkers,Lapwings,"Lapwing, Crowned",04_11_01,Crowned Lapwing,common,TBC,242,Birds/Walkers/Lapwings/Crowned Lapwing/birdviewillustration,Birds/Walkers/Lapwings/Crowned Lapwing/map,Birds/Walkers/Lapwings/Crowned Lapwing/thumbnail,Birds/Walkers/Lapwings/Crowned Lapwing/Photos/,Birds/Walkers/Lapwings/Crowned Lapwing/sonogram,lapwing_crowned_sonogram,lapwing_crowned_sound,lapwing_crowned,lapwing_crowned_plate,lapwing_crowned_thumbnail,map_lapwing_crowned_b,map_lapwing_crowned_z,bar_lapwing_crowned,lapwing_crowned,Kroonkiewiet
322,Walkers,Lapwings,"Lapwing, Black-winged",04_11_02,Black-winged Lapwing,uncommon,TBC,243,Birds/Walkers/Lapwings/Black-winged Lapwing/birdviewillustration,Birds/Walkers/Lapwings/Black-winged Lapwing/map,Birds/Walkers/Lapwings/Black-winged Lapwing/thumbnail,Birds/Walkers/Lapwings/Black-winged Lapwing/Photos/,Birds/Walkers/Lapwings/Black-winged Lapwing/sonogram,lapwing_black_winged_sonogram,lapwing_black_winged_sound,lapwing_black_winged,lapwing_black_winged_plate,lapwing_black_winged_thumbnail,map_lapwing_black_winged_b,map_lapwing_black_winged_z,bar_lapwing_black_winged,lapwing_blackwinged,Grootswartvlerkkiewiet
323,Walkers,Lapwings,"Lapwing, Senegal",04_11_03,Senegal Lapwing,uncommon,TBC,244,Birds/Walkers/Lapwings/Senegal Lapwing/birdviewillustration,Birds/Walkers/Lapwings/Senegal Lapwing/map,Birds/Walkers/Lapwings/Senegal Lapwing/thumbnail,Birds/Walkers/Lapwings/Senegal Lapwing/Photos/,Birds/Walkers/Lapwings/Senegal Lapwing/sonogram,lapwing_senegal_sonogram,lapwing_senegal_sound,lapwing_senegal,lapwing_senegal_plate,lapwing_senegal_thumbnail,map_lapwing_senegal_b,map_lapwing_senegal_z,bar_lapwing_senegal,lapwing_senegal,Kleinswartvlerkkiewiet
324,Walkers,Lapwings,"Lapwing, Blacksmith",04_11_04,Blacksmith Lapwing,common,TBC,245,Birds/Walkers/Lapwings/Blacksmith Lapwing/birdviewillustration,Birds/Walkers/Lapwings/Blacksmith Lapwing/map,Birds/Walkers/Lapwings/Blacksmith Lapwing/thumbnail,Birds/Walkers/Lapwings/Blacksmith Lapwing/Photos/,Birds/Walkers/Lapwings/Blacksmith Lapwing/sonogram,lapwing_blacksmith_sonogram,lapwing_blacksmith_sound,lapwing_blacksmith,lapwing_blacksmith_plate,lapwing_blacksmith_thumbnail,map_lapwing_blacksmith_b,map_lapwing_blacksmith_z,bar_lapwing_blacksmith,lapwing_blacksmith,Bontkiewiet
325,Walkers,Lapwings,"Lapwing, Spur-winged",04_11_05,Spur-winged Lapwing,top,TBC,1031,Birds/Walkers/Lapwings/Spur-winged Lapwing/birdviewillustration,Birds/Walkers/Lapwings/Spur-winged Lapwing/map,Birds/Walkers/Lapwings/Spur-winged Lapwing/thumbnail,Birds/Walkers/Lapwings/Spur-winged Lapwing/Photos/,Birds/Walkers/Lapwings/Spur-winged Lapwing/sonogram,lapwing_spur_winged_sonogram,lapwing_spur_winged_sound,lapwing_spur_winged,lapwing_spur_winged_plate,lapwing_spur_winged_thumbnail,map_lapwing_spur_winged_b,map_lapwing_spur_winged_z,bar_lapwing_spur_winged,lapwing_spurwinged,Spoorvlerkkiewiet
326,Walkers,Lapwings,"Lapwing, Long-toed",04_11_06,Long-toed Lapwing,rare,TBC,248,Birds/Walkers/Lapwings/Long-toed Lapwing/birdviewillustration,Birds/Walkers/Lapwings/Long-toed Lapwing/map,Birds/Walkers/Lapwings/Long-toed Lapwing/thumbnail,Birds/Walkers/Lapwings/Long-toed Lapwing/Photos/,Birds/Walkers/Lapwings/Long-toed Lapwing/sonogram,lapwing_long_toed_sonogram,lapwing_long_toed_sound,lapwing_long_toed,lapwing_long_toed_plate,lapwing_long_toed_thumbnail,map_lapwing_long_toed_b,map_lapwing_long_toed_z,bar_lapwing_long_toed,lapwing_longtoed,Witvlerkkiewiet
327,Walkers,Lapwings,"Lapwing, African Wattled",04_11_07,African Wattled Lapwing,common,TBC,247,Birds/Walkers/Lapwings/African Wattled Lapwing/birdviewillustration,Birds/Walkers/Lapwings/African Wattled Lapwing/map,Birds/Walkers/Lapwings/African Wattled Lapwing/thumbnail,Birds/Walkers/Lapwings/African Wattled Lapwing/Photos/,Birds/Walkers/Lapwings/African Wattled Lapwing/sonogram,lapwing_african_wattled_sonogram,lapwing_african_wattled_sound,lapwing_african_wattled,lapwing_african_wattled_plate,lapwing_african_wattled_thumbnail,map_lapwing_african_wattled_b,map_lapwing_african_wattled_z,bar_lapwing_african_wattled,lapwing_african_wattled,Lelkiewiet
328,Walkers,Lapwings,"Lapwing, White-crowned",04_11_08,White-crowned Lapwing,rare,TBC,246,Birds/Walkers/Lapwings/White-crowned Lapwing/birdviewillustration,Birds/Walkers/Lapwings/White-crowned Lapwing/map,Birds/Walkers/Lapwings/White-crowned Lapwing/thumbnail,Birds/Walkers/Lapwings/White-crowned Lapwing/Photos/,Birds/Walkers/Lapwings/White-crowned Lapwing/sonogram,lapwing_white_crowned_sonogram,lapwing_white_crowned_sound,lapwing_white_crowned,lapwing_white_crowned_plate,lapwing_white_crowned_thumbnail,map_lapwing_white_crowned_b,map_lapwing_white_crowned_z,bar_lapwing_white_crowned,lapwing_whitecrowned,Witkopkiewiet
329,Walkers,Coursers,"Courser, Bronze-winged",04_12_01,Bronze-winged Courser,uncommon,Savannah,280,Birds/Walkers/Coursers/Bronze-winged Courser/birdviewillustration,Birds/Walkers/Coursers/Bronze-winged Courser/map,Birds/Walkers/Coursers/Bronze-winged Courser/thumbnail,Birds/Walkers/Coursers/Bronze-winged Courser/Photos/,Birds/Walkers/Coursers/Bronze-winged Courser/sonogram,courser_bronze_winged_sonogram,courser_bronze_winged_sound,courser_bronze_winged,courser_bronze_winged_plate,courser_bronze_winged_thumbnail,map_courser_bronze_winged_b,map_courser_bronze_winged_z,bar_courser_bronze_winged,courser_bronzewinged,Bronsvlerkdrawwertjie
330,Walkers,Coursers,"Courser, Three-banded",04_12_02,Three-banded Courser,rare,Bushveld in Limpopo,279,Birds/Walkers/Coursers/Three-banded Courser/birdviewillustration,Birds/Walkers/Coursers/Three-banded Courser/map,Birds/Walkers/Coursers/Three-banded Courser/thumbnail,Birds/Walkers/Coursers/Three-banded Courser/Photos/,Birds/Walkers/Coursers/Three-banded Courser/sonogram,courser_three_banded_sonogram,courser_three_banded_sound,courser_three_banded,courser_three_banded_plate,courser_three_banded_thumbnail,map_courser_three_banded_b,map_courser_three_banded_z,bar_courser_three_banded,courser_threebanded,Driebanddrawwertjie
331,Walkers,Coursers,"Courser, Double-banded",04_12_03,Double-banded Courser,uncommon,Dry plains,278,Birds/Walkers/Coursers/Double-banded Courser/birdviewillustration,Birds/Walkers/Coursers/Double-banded Courser/map,Birds/Walkers/Coursers/Double-banded Courser/thumbnail,Birds/Walkers/Coursers/Double-banded Courser/Photos/,Birds/Walkers/Coursers/Double-banded Courser/sonogram,courser_double_banded_sonogram,courser_double_banded_sound,courser_double_banded,courser_double_banded_plate,courser_double_banded_thumbnail,map_courser_double_banded_b,map_courser_double_banded_z,bar_courser_double_banded,courser_doublebanded,Dubbelbanddrawwertjie
332,Walkers,Coursers,"Courser, Burchell's",04_12_04,Burchell's Courser,rare,Dry plains,276,Birds/Walkers/Coursers/Burchell's Courser/birdviewillustration,Birds/Walkers/Coursers/Burchell's Courser/map,Birds/Walkers/Coursers/Burchell's Courser/thumbnail,Birds/Walkers/Coursers/Burchell's Courser/Photos/,Birds/Walkers/Coursers/Burchell's Courser/sonogram,courser_burchells_sonogram,courser_burchells_sound,courser_burchells,courser_burchells_plate,courser_burchells_thumbnail,map_courser_burchells_b,map_courser_burchells_z,bar_courser_burchells,courser_burchells,Bloukopdrawwertjie
333,Walkers,Coursers,"Courser, Temminck's",04_12_05,Temminck's Courser,uncommon,"Savannah, grassland",277,Birds/Walkers/Coursers/Temminck's Courser/birdviewillustration,Birds/Walkers/Coursers/Temminck's Courser/map,Birds/Walkers/Coursers/Temminck's Courser/thumbnail,Birds/Walkers/Coursers/Temminck's Courser/Photos/,Birds/Walkers/Coursers/Temminck's Courser/sonogram,courser_temmincks_sonogram,courser_temmincks_sound,courser_temmincks,courser_temmincks_plate,courser_temmincks_thumbnail,map_courser_temmincks_b,map_courser_temmincks_z,bar_courser_temmincks,courser_temmincks,Trekdrawwertjie
334,Walkers,Sandgrouse,"Sandgrouse, Burchell's",04_13_01,Burchell's Sandgrouse,uncommon,TBC,308,Birds/Walkers/Sandgrouse/Burchell's Sandgrouse/birdviewillustration,Birds/Walkers/Sandgrouse/Burchell's Sandgrouse/map,Birds/Walkers/Sandgrouse/Burchell's Sandgrouse/thumbnail,Birds/Walkers/Sandgrouse/Burchell's Sandgrouse/Photos/,Birds/Walkers/Sandgrouse/Burchell's Sandgrouse/sonogram,sandgrouse_burchells_sonogram,sandgrouse_burchells_sound,sandgrouse_burchells,sandgrouse_burchells_plate,sandgrouse_burchells_thumbnail,map_sandgrouse_burchells_b,map_sandgrouse_burchells_z,bar_sandgrouse_burchells,sandgrouse_burchells,Gevlekte Sandpatrys
335,Walkers,Sandgrouse,"Sandgrouse, Double-banded",04_13_02,Double-banded Sandgrouse,uncommon,TBC,310,Birds/Walkers/Sandgrouse/Double-banded Sandgrouse/birdviewillustration,Birds/Walkers/Sandgrouse/Double-banded Sandgrouse/map,Birds/Walkers/Sandgrouse/Double-banded Sandgrouse/thumbnail,Birds/Walkers/Sandgrouse/Double-banded Sandgrouse/Photos/,Birds/Walkers/Sandgrouse/Double-banded Sandgrouse/sonogram,sandgrouse_double_banded_sonogram,sandgrouse_double_banded_sound,sandgrouse_double_banded,sandgrouse_double_banded_plate,sandgrouse_double_banded_thumbnail,map_sandgrouse_double_banded_b,map_sandgrouse_double_banded_z,bar_sandgrouse_double_banded,sandgrouse_doublebanded,Dubbelbandsandpatrys
336,Walkers,Sandgrouse,"Sandgrouse, Namaqua",04_13_03,Namaqua Sandgrouse,uncommon,TBC,307,Birds/Walkers/Sandgrouse/Namaqua Sandgrouse/birdviewillustration,Birds/Walkers/Sandgrouse/Namaqua Sandgrouse/map,Birds/Walkers/Sandgrouse/Namaqua Sandgrouse/thumbnail,Birds/Walkers/Sandgrouse/Namaqua Sandgrouse/Photos/,Birds/Walkers/Sandgrouse/Namaqua Sandgrouse/sonogram,sandgrouse_namaqua_sonogram,sandgrouse_namaqua_sound,sandgrouse_namaqua,sandgrouse_namaqua_plate,sandgrouse_namaqua_thumbnail,map_sandgrouse_namaqua_b,map_sandgrouse_namaqua_z,bar_sandgrouse_namaqua,sandgrouse_namaqua,Kelkiewyn
337,Walkers,Sandgrouse,"Sandgrouse, Yellow-throated",04_13_04,Yellow-throated Sandgrouse,rare,TBC,309,Birds/Walkers/Sandgrouse/Yellow-throated Sandgrouse/birdviewillustration,Birds/Walkers/Sandgrouse/Yellow-throated Sandgrouse/map,Birds/Walkers/Sandgrouse/Yellow-throated Sandgrouse/thumbnail,Birds/Walkers/Sandgrouse/Yellow-throated Sandgrouse/Photos/,Birds/Walkers/Sandgrouse/Yellow-throated Sandgrouse/sonogram,sandgrouse_yellow_throated_sonogram,sandgrouse_yellow_throated_sound,sandgrouse_yellow_throated,sandgrouse_yellow_throated_plate,sandgrouse_yellow_throated_thumbnail,map_sandgrouse_yellow_throated_b,map_sandgrouse_yellow_throated_z,bar_sandgrouse_yellow_throated,sandgrouse_yellowthroated,Geelkeelsandpatrys
338,Raptors,Specialist Raptors,"Osprey, Western",05_01_01,Western Osprey,uncommon,TBC,172,Birds/Raptors/Specialist Raptors/Western Osprey/birdviewillustration,Birds/Raptors/Specialist Raptors/Western Osprey/map,Birds/Raptors/Specialist Raptors/Western Osprey/thumbnail,Birds/Raptors/Specialist Raptors/Western Osprey/Photos/,Birds/Raptors/Specialist Raptors/Western Osprey/sonogram,osprey_western_sonogram,osprey_western_sound,osprey_western,osprey_western_plate,osprey_western_thumbnail,map_osprey_western_b,map_osprey_western_z,bar_osprey_western,osprey_western,Visvalk
339,Raptors,Specialist Raptors,"Eagle, African Fish",05_01_02,African Fish Eagle,common,TBC,149,Birds/Raptors/Specialist Raptors/African Fish Eagle/birdviewillustration,Birds/Raptors/Specialist Raptors/African Fish Eagle/map,Birds/Raptors/Specialist Raptors/African Fish Eagle/thumbnail,Birds/Raptors/Specialist Raptors/African Fish Eagle/Photos/,Birds/Raptors/Specialist Raptors/African Fish Eagle/sonogram,eagle_african_fish_sonogram,eagle_african_fish_sound,eagle_african_fish,eagle_african_fish_plate,eagle_african_fish_thumbnail,map_eagle_african_fish_b,map_eagle_african_fish_z,bar_eagle_african_fish,eagle_african_fish,Visarend
340,Raptors,Specialist Raptors,"Vulture, Palm-nut",05_01_03,Palm-nut Vulture,rare,TBC,112,Birds/Raptors/Specialist Raptors/Palm-nut Vulture/birdviewillustration,Birds/Raptors/Specialist Raptors/Palm-nut Vulture/map,Birds/Raptors/Specialist Raptors/Palm-nut Vulture/thumbnail,Birds/Raptors/Specialist Raptors/Palm-nut Vulture/Photos/,Birds/Raptors/Specialist Raptors/Palm-nut Vulture/sonogram,vulture_palm_nut_sonogram,vulture_palm_nut_sound,vulture_palm_nut,vulture_palm_nut_plate,vulture_palm_nut_thumbnail,map_vulture_palm_nut_b,map_vulture_palm_nut_z,bar_vulture_palm_nut,vulture_palmnut,Witaasvoël
341,Raptors,Specialist Raptors,"Buzzard, European Honey",05_01_04,European Honey Buzzard,rare,TBC,132,Birds/Raptors/Specialist Raptors/European Honey Buzzard/birdviewillustration,Birds/Raptors/Specialist Raptors/European Honey Buzzard/map,Birds/Raptors/Specialist Raptors/European Honey Buzzard/thumbnail,Birds/Raptors/Specialist Raptors/European Honey Buzzard/Photos/,Birds/Raptors/Specialist Raptors/European Honey Buzzard/sonogram,buzzard_european_honey_sonogram,buzzard_european_honey_sound,buzzard_european_honey,buzzard_european_honey_plate,buzzard_european_honey_thumbnail,map_buzzard_european_honey_b,map_buzzard_european_honey_z,bar_buzzard_european_honey,buzzard_european_honey,Wespedief
342,Raptors,Specialist Raptors,"Buzzard, Crested Honey",05_01_05,Crested Honey Buzzard,top,TBC,0,Birds/Raptors/Specialist Raptors/Crested Honey Buzzard/birdviewillustration,Birds/Raptors/Specialist Raptors/Crested Honey Buzzard/map,Birds/Raptors/Specialist Raptors/Crested Honey Buzzard/thumbnail,Birds/Raptors/Specialist Raptors/Crested Honey Buzzard/Photos/,Birds/Raptors/Specialist Raptors/Crested Honey Buzzard/sonogram,buzzard_crested_honey_sonogram,buzzard_crested_honey_sound,buzzard_crested_honey,buzzard_crested_honey_plate,buzzard_crested_honey_thumbnail,map_buzzard_crested_honey_b,map_buzzard_crested_honey_z,bar_buzzard_crested_honey,buzzard_crested_honey,Oosterse Wespedief
343,Raptors,Specialist Raptors,"Harrier-Hawk, African",05_01_06,African Harrier-Hawk,common,TBC,171,Birds/Raptors/Specialist Raptors/African Harrier-Hawk/birdviewillustration,Birds/Raptors/Specialist Raptors/African Harrier-Hawk/map,Birds/Raptors/Specialist Raptors/African Harrier-Hawk/thumbnail,Birds/Raptors/Specialist Raptors/African Harrier-Hawk/Photos/,Birds/Raptors/Specialist Raptors/African Harrier-Hawk/sonogram,harrier_hawk_african_sonogram,harrier_hawk_african_sound,harrier_hawk_african,harrier_hawk_african_plate,harrier_hawk_african_thumbnail,map_harrier_hawk_african_b,map_harrier_hawk_african_z,bar_harrier_hawk_african,harrierhawk_african,Kaalwangvalk
344,Raptors,Specialist Raptors,"Hawk, Bat",05_01_07,Bat Hawk,rare,TBC,131,Birds/Raptors/Specialist Raptors/Bat Hawk/birdviewillustration,Birds/Raptors/Specialist Raptors/Bat Hawk/map,Birds/Raptors/Specialist Raptors/Bat Hawk/thumbnail,Birds/Raptors/Specialist Raptors/Bat Hawk/Photos/,Birds/Raptors/Specialist Raptors/Bat Hawk/sonogram,hawk_bat_sonogram,hawk_bat_sound,hawk_bat,hawk_bat_plate,hawk_bat_thumbnail,map_hawk_bat_b,map_hawk_bat_z,bar_hawk_bat,hawk_bat,Vlermuisvalk
345,Raptors,Vultures,"Vulture, Bearded",05_02_01,Bearded Vulture,rare,TBC,150,Birds/Raptors/Vultures/Bearded Vulture/birdviewillustration,Birds/Raptors/Vultures/Bearded Vulture/map,Birds/Raptors/Vultures/Bearded Vulture/thumbnail,Birds/Raptors/Vultures/Bearded Vulture/Photos/,Birds/Raptors/Vultures/Bearded Vulture/sonogram,vulture_bearded_sonogram,vulture_bearded_sound,vulture_bearded,vulture_bearded_plate,vulture_bearded_thumbnail,map_vulture_bearded_b,map_vulture_bearded_z,bar_vulture_bearded,vulture_bearded,Baardaasvoël
346,Raptors,Vultures,"Vulture, Egyptian",05_02_02,Egyptian Vulture,top,TBC,111,Birds/Raptors/Vultures/Egyptian Vulture/birdviewillustration,Birds/Raptors/Vultures/Egyptian Vulture/map,Birds/Raptors/Vultures/Egyptian Vulture/thumbnail,Birds/Raptors/Vultures/Egyptian Vulture/Photos/,Birds/Raptors/Vultures/Egyptian Vulture/sonogram,vulture_egyptian_sonogram,vulture_egyptian_sound,vulture_egyptian,vulture_egyptian_plate,vulture_egyptian_thumbnail,map_vulture_egyptian_b,map_vulture_egyptian_z,bar_vulture_egyptian,vulture_egyptian,Egiptiese Aasvoël
347,Raptors,Vultures,"Vulture, Cape",05_02_03,Cape Vulture,uncommon,TBC,106,Birds/Raptors/Vultures/Cape Vulture/birdviewillustration,Birds/Raptors/Vultures/Cape Vulture/map,Birds/Raptors/Vultures/Cape Vulture/thumbnail,Birds/Raptors/Vultures/Cape Vulture/Photos/,Birds/Raptors/Vultures/Cape Vulture/sonogram,vulture_cape_sonogram,vulture_cape_sound,vulture_cape,vulture_cape_plate,vulture_cape_thumbnail,map_vulture_cape_b,map_vulture_cape_z,bar_vulture_cape,vulture_cape,Kransaasvoël
348,Raptors,Vultures,"Vulture, White-backed",05_02_04,White-backed Vulture,common,TBC,107,Birds/Raptors/Vultures/White-backed Vulture/birdviewillustration,Birds/Raptors/Vultures/White-backed Vulture/map,Birds/Raptors/Vultures/White-backed Vulture/thumbnail,Birds/Raptors/Vultures/White-backed Vulture/Photos/,Birds/Raptors/Vultures/White-backed Vulture/sonogram,vulture_white_backed_sonogram,vulture_white_backed_sound,vulture_white_backed,vulture_white_backed_plate,vulture_white_backed_thumbnail,map_vulture_white_backed_b,map_vulture_white_backed_z,bar_vulture_white_backed,vulture_whitebacked,Witrugaasvoël
349,Raptors,Vultures,"Vulture, Rüppell's",05_02_05,Rüppell's Vulture,top,TBC,1029,Birds/Raptors/Vultures/Ruppell's Vulture/birdviewillustration,Birds/Raptors/Vultures/Ruppell's Vulture/map,Birds/Raptors/Vultures/Ruppell's Vulture/thumbnail,Birds/Raptors/Vultures/Ruppell's Vulture/Photos/,Birds/Raptors/Vultures/Ruppell's Vulture/sonogram,vulture_ruppells_sonogram,vulture_ruppells_sound,vulture_ruppells,vulture_ruppells_plate,vulture_ruppells_thumbnail,map_vulture_ruppells_b,map_vulture_ruppells_z,bar_vulture_ruppells,vulture_ruppells,Rüppellaasvoël
350,Raptors,Vultures,"Vulture, Hooded",05_02_06,Hooded Vulture,uncommon,TBC,110,Birds/Raptors/Vultures/Hooded Vulture/birdviewillustration,Birds/Raptors/Vultures/Hooded Vulture/map,Birds/Raptors/Vultures/Hooded Vulture/thumbnail,Birds/Raptors/Vultures/Hooded Vulture/Photos/,Birds/Raptors/Vultures/Hooded Vulture/sonogram,vulture_hooded_sonogram,vulture_hooded_sound,vulture_hooded,vulture_hooded_plate,vulture_hooded_thumbnail,map_vulture_hooded_b,map_vulture_hooded_z,bar_vulture_hooded,vulture_hooded,Monnikaasvoël
