birdId,group,family,alphabeticalName,order,birdName,rarityType,habitat,SABAP2Ref,illustrationFile,mapFile,thumbnailFile,photosLocation,sonogramFile,sonogramName,soundName,resourceName,plateName,thumbnailName,mapNameBasic,mapNameZoomed,mapBarName,photoName,afrikaansName
1,Plungers,Albatrosses,"Albatross, Wandering",01_01_01,Wandering Albatross,rare,TBC,4148,Birds/Plungers/Albatrosses/Wandering Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Wandering Albatross/map,Birds/Plungers/Albatrosses/Wandering Albatross/thumbnail,Birds/Plungers/Albatrosses/Wandering Albatross/Photos/,Birds/Plungers/Albatrosses/Wandering Albatross/sonogram,albatross_wandering_sonogram,albatross_wandering_sound,albatross_wandering,albatross_wandering_plate,albatross_wandering_thumbnail,map_albatross_wandering_b,map_albatross_wandering_z,bar_albatross_wandering,albatross_wandering,Grootalbatros
2,Plungers,Albatrosses,"Albatross, Tristan",01_01_02,Tristan Albatross,top,TBC,1080,Birds/Plungers/Albatrosses/Tristan Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Tristan Albatross/map,Birds/Plungers/Albatrosses/Tristan Albatross/thumbnail,Birds/Plungers/Albatrosses/Tristan Albatross/Photos/,Birds/Plungers/Albatrosses/Tristan Albatross/sonogram,albatross_tristan_sonogram,albatross_tristan_sound,albatross_tristan,albatross_tristan_plate,albatross_tristan_thumbnail,map_albatross_tristan_b,map_albatross_tristan_z,bar_albatross_tristan,albatross_tristan,Tristangrootalbatros
3,Plungers,Albatrosses,"Albatross, Amsterdam",01_01_03,Amsterdam Albatross,top,TBC,848,Birds/Plungers/Albatrosses/Amsterdam Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Amsterdam Albatross/map,Birds/Plungers/Albatrosses/Amsterdam Albatross/thumbnail,Birds/Plungers/Albatrosses/Amsterdam Albatross/Photos/,Birds/Plungers/Albatrosses/Amsterdam Albatross/sonogram,albatross_amsterdam_sonogram,albatross_amsterdam_sound,albatross_amsterdam,albatross_amsterdam_plate,albatross_amsterdam_thumbnail,map_albatross_amsterdam_b,map_albatross_amsterdam_z,bar_albatross_amsterdam,albatross_amsterdam,Amsterdamalbatross
4,Plungers,Albatrosses,"Albatross, Southern Royal",01_01_04,Southern Royal Albatross,top,TBC,4149,Birds/Plungers/Albatrosses/Southern Royal Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Southern Royal Albatross/map,Birds/Plungers/Albatrosses/Southern Royal Albatross/thumbnail,Birds/Plungers/Albatrosses/Southern Royal Albatross/Photos/,Birds/Plungers/Albatrosses/Southern Royal Albatross/sonogram,albatross_southern_royal_sonogram,albatross_southern_royal_sound,albatross_southern_royal,albatross_southern_royal_plate,albatross_southern_royal_thumbnail,map_albatross_southern_royal_b,map_albatross_southern_royal_z,bar_albatross_southern_royal,albatross_southern_royal,Witvlerkkoningalbatros
5,Plungers,Albatrosses,"Albatross, Northern Royal",01_01_05,Northern Royal Albatross,top,TBC,2230,Birds/Plungers/Albatrosses/Northern Royal Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Northern Royal Albatross/map,Birds/Plungers/Albatrosses/Northern Royal Albatross/thumbnail,Birds/Plungers/Albatrosses/Northern Royal Albatross/Photos/,Birds/Plungers/Albatrosses/Northern Royal Albatross/sonogram,albatross_northern_royal_sonogram,albatross_northern_royal_sound,albatross_northern_royal,albatross_northern_royal_plate,albatross_northern_royal_thumbnail,map_albatross_northern_royal_b,map_albatross_northern_royal_z,bar_albatross_northern_royal,albatross_northern_royal,Swartvlerkkoningalbatros
6,Plungers,Albatrosses,"Albatross, Shy",01_01_06,Shy Albatross,common,TBC,4150,Birds/Plungers/Albatrosses/Shy Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Shy Albatross/map,Birds/Plungers/Albatrosses/Shy Albatross/thumbnail,Birds/Plungers/Albatrosses/Shy Albatross/Photos/,Birds/Plungers/Albatrosses/Shy Albatross/sonogram,albatross_shy_sonogram,albatross_shy_sound,albatross_shy,albatross_shy_plate,albatross_shy_thumbnail,map_albatross_shy_b,map_albatross_shy_z,bar_albatross_shy,albatross_shy,Bloubekalbatros
7,Plungers,Albatrosses,"Albatross, Salvin's",01_01_07,Salvin's Albatross,top,TBC,1081,Birds/Plungers/Albatrosses/Salvin's Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Salvin's Albatross/map,Birds/Plungers/Albatrosses/Salvin's Albatross/thumbnail,Birds/Plungers/Albatrosses/Salvin's Albatross/Photos/,Birds/Plungers/Albatrosses/Salvin's Albatross/sonogram,albatross_salvins_sonogram,albatross_salvins_sound,albatross_salvins,albatross_salvins_plate,albatross_salvins_thumbnail,map_albatross_salvins_b,map_albatross_salvins_z,bar_albatross_salvins,albatross_salvins,Salvinalbatros
8,Plungers,Albatrosses,"Albatross, Chatham",01_01_08,Chatham Albatross,top,TBC,2256,Birds/Plungers/Albatrosses/Chatham Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Chatham Albatross/map,Birds/Plungers/Albatrosses/Chatham Albatross/thumbnail,Birds/Plungers/Albatrosses/Chatham Albatross/Photos/,Birds/Plungers/Albatrosses/Chatham Albatross/sonogram,albatross_chatham_sonogram,albatross_chatham_sound,albatross_chatham,albatross_chatham_plate,albatross_chatham_thumbnail,map_albatross_chatham_b,map_albatross_chatham_z,bar_albatross_chatham,albatross_chatham,Chathamalbatros
9,Plungers,Albatrosses,"Albatross, Black-browed",01_01_09,Black-browed Albatross,common,TBC,8,Birds/Plungers/Albatrosses/Black-browed Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Black-browed Albatross/map,Birds/Plungers/Albatrosses/Black-browed Albatross/thumbnail,Birds/Plungers/Albatrosses/Black-browed Albatross/Photos/,Birds/Plungers/Albatrosses/Black-browed Albatross/sonogram,albatross_black_browed_sonogram,albatross_black_browed_sound,albatross_black_browed,albatross_black_browed_plate,albatross_black_browed_thumbnail,map_albatross_black_browed_b,map_albatross_black_browed_z,bar_albatross_black_browed,albatross_blackbrowed,Swartrugalbatros
10,Plungers,Albatrosses,"Albatross, Grey-headed",01_01_10,Grey-headed Albatross,top,TBC,9,Birds/Plungers/Albatrosses/Grey-headed Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Grey-headed Albatross/map,Birds/Plungers/Albatrosses/Grey-headed Albatross/thumbnail,Birds/Plungers/Albatrosses/Grey-headed Albatross/Photos/,Birds/Plungers/Albatrosses/Grey-headed Albatross/sonogram,albatross_grey_headed_sonogram,albatross_grey_headed_sound,albatross_grey_headed,albatross_grey_headed_plate,albatross_grey_headed_thumbnail,map_albatross_grey_headed_b,map_albatross_grey_headed_z,bar_albatross_grey_headed,albatross_greyheaded,Gryskopalbatros
11,Plungers,Albatrosses,"Albatross, Buller's",01_01_11,Buller's Albatross,top,TBC,1002,Birds/Plungers/Albatrosses/Buller's Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Buller's Albatross/map,Birds/Plungers/Albatrosses/Buller's Albatross/thumbnail,Birds/Plungers/Albatrosses/Buller's Albatross/Photos/,Birds/Plungers/Albatrosses/Buller's Albatross/sonogram,albatross_bullers_sonogram,albatross_bullers_sound,albatross_bullers,albatross_bullers_plate,albatross_bullers_thumbnail,map_albatross_bullers_b,map_albatross_bullers_z,bar_albatross_bullers,albatross_bullers,Witkroonalbatros
12,Plungers,Albatrosses,"Albatross, Atlantic Yellow-nosed",01_01_12,Atlantic Yellow-nosed Albatross,uncommon,TBC,4151,Birds/Plungers/Albatrosses/Atlantic Yellow-nosed Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Atlantic Yellow-nosed Albatross/map,Birds/Plungers/Albatrosses/Atlantic Yellow-nosed Albatross/thumbnail,Birds/Plungers/Albatrosses/Atlantic Yellow-nosed Albatross/Photos/,Birds/Plungers/Albatrosses/Atlantic Yellow-nosed Albatross/sonogram,albatross_atlantic_yellow_nosed_sonogram,albatross_atlantic_yellow_nosed_sound,albatross_atlantic_yellow_nosed,albatross_atlantic_yellow_nosed_plate,albatross_atlantic_yellow_nosed_thumbnail,map_albatross_atlantic_yellow_nosed_b,map_albatross_atlantic_yellow_nosed_z,bar_albatross_atlantic_yellow_nosed,albatross_atlantic_yellownosed,Atlantiese Geelneusalbatros
13,Plungers,Albatrosses,"Albatross, Indian Yellow-nosed",01_01_13,Indian Yellow-nosed Albatross,common,TBC,1079,Birds/Plungers/Albatrosses/Indian Yellow-nosed Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Indian Yellow-nosed Albatross/map,Birds/Plungers/Albatrosses/Indian Yellow-nosed Albatross/thumbnail,Birds/Plungers/Albatrosses/Indian Yellow-nosed Albatross/Photos/,Birds/Plungers/Albatrosses/Indian Yellow-nosed Albatross/sonogram,albatross_indian_yellow_nosed_sonogram,albatross_indian_yellow_nosed_sound,albatross_indian_yellow_nosed,albatross_indian_yellow_nosed_plate,albatross_indian_yellow_nosed_thumbnail,map_albatross_indian_yellow_nosed_b,map_albatross_indian_yellow_nosed_z,bar_albatross_indian_yellow_nosed,albatross_indian_yellownosed,Indiese Geelneusalbatros
14,Plungers,Albatrosses,"Albatross, Laysan",01_01_14,Laysan Albatross,top,TBC,1012,Birds/Plungers/Albatrosses/Laysan Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Laysan Albatross/map,Birds/Plungers/Albatrosses/Laysan Albatross/thumbnail,Birds/Plungers/Albatrosses/Laysan Albatross/Photos/,Birds/Plungers/Albatrosses/Laysan Albatross/sonogram,albatross_laysan_sonogram,albatross_laysan_sound,albatross_laysan,albatross_laysan_plate,albatross_laysan_thumbnail,map_albatross_laysan_b,map_albatross_laysan_z,bar_albatross_laysan,albatross_laysan,Swartwangalbatros
15,Plungers,Albatrosses,"Albatross, Light-mantled",01_01_15,Light-mantled Albatross,top,TBC,876,Birds/Plungers/Albatrosses/Light-mantled Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Light-mantled Albatross/map,Birds/Plungers/Albatrosses/Light-mantled Albatross/thumbnail,Birds/Plungers/Albatrosses/Light-mantled Albatross/Photos/,Birds/Plungers/Albatrosses/Light-mantled Albatross/sonogram,albatross_light_mantled_sonogram,albatross_light_mantled_sound,albatross_light_mantled,albatross_light_mantled_plate,albatross_light_mantled_thumbnail,map_albatross_light_mantled_b,map_albatross_light_mantled_z,bar_albatross_light_mantled,albatross_lightmantled,Swartkopalbatros
16,Plungers,Albatrosses,"Albatross, Sooty",01_01_16,Sooty Albatross,top,TBC,12,Birds/Plungers/Albatrosses/Sooty Albatross/birdviewillustration,Birds/Plungers/Albatrosses/Sooty Albatross/map,Birds/Plungers/Albatrosses/Sooty Albatross/thumbnail,Birds/Plungers/Albatrosses/Sooty Albatross/Photos/,Birds/Plungers/Albatrosses/Sooty Albatross/sonogram,albatross_sooty_sonogram,albatross_sooty_sound,albatross_sooty,albatross_sooty_plate,albatross_sooty_thumbnail,map_albatross_sooty_b,map_albatross_sooty_z,bar_albatross_sooty,albatross_sooty,Bruinalbatros
17,Plungers,Petrels,"Giant Petrel, Northern",01_02_01,Northern Giant Petrel,uncommon,TBC,984,Birds/Plungers/Petrels/Northern Giant Petrel/birdviewillustration,Birds/Plungers/Petrels/Northern Giant Petrel/map,Birds/Plungers/Petrels/Northern Giant Petrel/thumbnail,Birds/Plungers/Petrels/Northern Giant Petrel/Photos/,Birds/Plungers/Petrels/Northern Giant Petrel/sonogram,giant_petrel_northern_sonogram,giant_petrel_northern_sound,giant_petrel_northern,giant_petrel_northern_plate,giant_petrel_northern_thumbnail,map_giant_petrel_northern_b,map_giant_petrel_northern_z,bar_giant_petrel_northern,giant_petrel_northern,Grootnellie
18,Plungers,Petrels,"Giant Petrel, Southern",01_02_02,Southern Giant Petrel,uncommon,TBC,13,Birds/Plungers/Petrels/Southern Giant Petrel/birdviewillustration,Birds/Plungers/Petrels/Southern Giant Petrel/map,Birds/Plungers/Petrels/Southern Giant Petrel/thumbnail,Birds/Plungers/Petrels/Southern Giant Petrel/Photos/,Birds/Plungers/Petrels/Southern Giant Petrel/sonogram,giant_petrel_southern_sonogram,giant_petrel_southern_sound,giant_petrel_southern,giant_petrel_southern_plate,giant_petrel_southern_thumbnail,map_giant_petrel_southern_b,map_giant_petrel_southern_z,bar_giant_petrel_southern,giant_petrel_southern,Reusenellie
19,Plungers,Petrels,"Petrel, Cape",01_02_03,Cape Petrel,uncommon,TBC,14,Birds/Plungers/Petrels/Cape Petrel/birdviewillustration,Birds/Plungers/Petrels/Cape Petrel/map,Birds/Plungers/Petrels/Cape Petrel/thumbnail,Birds/Plungers/Petrels/Cape Petrel/Photos/,Birds/Plungers/Petrels/Cape Petrel/sonogram,petrel_cape_sonogram,petrel_cape_sound,petrel_cape,petrel_cape_plate,petrel_cape_thumbnail,map_petrel_cape_b,map_petrel_cape_z,bar_petrel_cape,petrel_cape,Seeduifstormvoël
20,Plungers,Petrels,"Petrel, Antarctic",01_02_04,Antarctic Petrel,top,TBC,877,Birds/Plungers/Petrels/Antarctic Petrel/birdviewillustration,Birds/Plungers/Petrels/Antarctic Petrel/map,Birds/Plungers/Petrels/Antarctic Petrel/thumbnail,Birds/Plungers/Petrels/Antarctic Petrel/Photos/,Birds/Plungers/Petrels/Antarctic Petrel/sonogram,petrel_antarctic_sonogram,petrel_antarctic_sound,petrel_antarctic,petrel_antarctic_plate,petrel_antarctic_thumbnail,map_petrel_antarctic_b,map_petrel_antarctic_z,bar_petrel_antarctic,petrel_antarctic,Antarktiese Stormvoël
21,Plungers,Petrels,"Fulmar, Southern",01_02_05,Southern Fulmar,rare,TBC,15,Birds/Plungers/Petrels/Southern Fulmar/birdviewillustration,Birds/Plungers/Petrels/Southern Fulmar/map,Birds/Plungers/Petrels/Southern Fulmar/thumbnail,Birds/Plungers/Petrels/Southern Fulmar/Photos/,Birds/Plungers/Petrels/Southern Fulmar/sonogram,fulmar_southern_sonogram,fulmar_southern_sound,fulmar_southern,fulmar_southern_plate,fulmar_southern_thumbnail,map_fulmar_southern_b,map_fulmar_southern_z,bar_fulmar_southern,fulmar_southern,Silwerstormvoël
22,Plungers,Petrels,"Petrel, Grey",01_02_06,Grey Petrel,top,TBC,24,Birds/Plungers/Petrels/Grey Petrel/birdviewillustration,Birds/Plungers/Petrels/Grey Petrel/map,Birds/Plungers/Petrels/Grey Petrel/thumbnail,Birds/Plungers/Petrels/Grey Petrel/Photos/,Birds/Plungers/Petrels/Grey Petrel/sonogram,petrel_grey_sonogram,petrel_grey_sound,petrel_grey,petrel_grey_plate,petrel_grey_thumbnail,map_petrel_grey_b,map_petrel_grey_z,bar_petrel_grey,petrel_grey,Pediunker
23,Plungers,Petrels,"Petrel, White-chinned",01_02_07,White-chinned Petrel,common,TBC,4137,Birds/Plungers/Petrels/White-chinned Petrel/birdviewillustration,Birds/Plungers/Petrels/White-chinned Petrel/map,Birds/Plungers/Petrels/White-chinned Petrel/thumbnail,Birds/Plungers/Petrels/White-chinned Petrel/Photos/,Birds/Plungers/Petrels/White-chinned Petrel/sonogram,petrel_white_chinned_sonogram,petrel_white_chinned_sound,petrel_white_chinned,petrel_white_chinned_plate,petrel_white_chinned_thumbnail,map_petrel_white_chinned_b,map_petrel_white_chinned_z,bar_petrel_white_chinned,petrel_whitechinned,Bassiaan
24,Plungers,Petrels,"Petrel, Spectacled",01_02_08,Spectacled Petrel,top,TBC,2240,Birds/Plungers/Petrels/Spectacled Petrel/birdviewillustration,Birds/Plungers/Petrels/Spectacled Petrel/map,Birds/Plungers/Petrels/Spectacled Petrel/thumbnail,Birds/Plungers/Petrels/Spectacled Petrel/Photos/,Birds/Plungers/Petrels/Spectacled Petrel/sonogram,petrel_spectacled_sonogram,petrel_spectacled_sound,petrel_spectacled,petrel_spectacled_plate,petrel_spectacled_thumbnail,map_petrel_spectacled_b,map_petrel_spectacled_z,bar_petrel_spectacled,petrel_spectacled,Brilbassiaan
25,Plungers,Petrels,"Petrel, Great-winged",01_02_11,Great-winged Petrel,uncommon,TBC,16,Birds/Plungers/Petrels/Great-winged Petrel/birdviewillustration,Birds/Plungers/Petrels/Great-winged Petrel/map,Birds/Plungers/Petrels/Great-winged Petrel/thumbnail,Birds/Plungers/Petrels/Great-winged Petrel/Photos/,Birds/Plungers/Petrels/Great-winged Petrel/sonogram,petrel_great_winged_sonogram,petrel_great_winged_sound,petrel_great_winged,petrel_great_winged_plate,petrel_great_winged_thumbnail,map_petrel_great_winged_b,map_petrel_great_winged_z,bar_petrel_great_winged,petrel_greatwinged,Langvlerkstormvoël
26,Plungers,Petrels,"Petrel, Atlantic",01_02_14,Atlantic Petrel,top,TBC,18,Birds/Plungers/Petrels/Atlantic Petrel/birdviewillustration,Birds/Plungers/Petrels/Atlantic Petrel/map,Birds/Plungers/Petrels/Atlantic Petrel/thumbnail,Birds/Plungers/Petrels/Atlantic Petrel/Photos/,Birds/Plungers/Petrels/Atlantic Petrel/sonogram,petrel_atlantic_sonogram,petrel_atlantic_sound,petrel_atlantic,petrel_atlantic_plate,petrel_atlantic_thumbnail,map_petrel_atlantic_b,map_petrel_atlantic_z,bar_petrel_atlantic,petrel_atlantic,Atlantiese Stormvoël
27,Plungers,Petrels,"Petrel, Trindade",01_02_15,Trindade Petrel,top,TBC,951,Birds/Plungers/Petrels/Trindade Petrel/birdviewillustration,Birds/Plungers/Petrels/Trindade Petrel/map,Birds/Plungers/Petrels/Trindade Petrel/thumbnail,Birds/Plungers/Petrels/Trindade Petrel/Photos/,Birds/Plungers/Petrels/Trindade Petrel/sonogram,petrel_trindade_sonogram,petrel_trindade_sound,petrel_trindade,petrel_trindade_plate,petrel_trindade_thumbnail,map_petrel_trindade_b,map_petrel_trindade_z,bar_petrel_trindade,petrel_trindade,Trindadestormvoël
28,Plungers,Petrels,"Petrel, Tahiti",01_02_13,Tahiti Petrel,top,TBC,14227,Birds/Plungers/Petrels/Tahiti Petrel/birdviewillustration,Birds/Plungers/Petrels/Tahiti Petrel/map,Birds/Plungers/Petrels/Tahiti Petrel/thumbnail,Birds/Plungers/Petrels/Tahiti Petrel/Photos/,Birds/Plungers/Petrels/Tahiti Petrel/sonogram,petrel_tahiti_sonogram,petrel_tahiti_sound,petrel_tahiti,petrel_tahiti_plate,petrel_tahiti_thumbnail,map_petrel_tahiti_b,map_petrel_tahiti_z,bar_petrel_tahiti,petrel_tahiti,Tahitistormvoël
29,Plungers,Petrels,"Petrel, Kerguelen",01_02_19,Kerguelen Petrel,top,TBC,950,Birds/Plungers/Petrels/Kerguelen Petrel/birdviewillustration,Birds/Plungers/Petrels/Kerguelen Petrel/map,Birds/Plungers/Petrels/Kerguelen Petrel/thumbnail,Birds/Plungers/Petrels/Kerguelen Petrel/Photos/,Birds/Plungers/Petrels/Kerguelen Petrel/sonogram,petrel_kerguelen_sonogram,petrel_kerguelen_sound,petrel_kerguelen,petrel_kerguelen_plate,petrel_kerguelen_thumbnail,map_petrel_kerguelen_b,map_petrel_kerguelen_z,bar_petrel_kerguelen,petrel_kerguelen,Kerguelense Stormvoël
30,Plungers,Petrels,"Petrel, Soft-plumaged",01_02_18,Soft-plumaged Petrel,rare,TBC,19,Birds/Plungers/Petrels/Soft-plumaged Petrel/birdviewillustration,Birds/Plungers/Petrels/Soft-plumaged Petrel/map,Birds/Plungers/Petrels/Soft-plumaged Petrel/thumbnail,Birds/Plungers/Petrels/Soft-plumaged Petrel/Photos/,Birds/Plungers/Petrels/Soft-plumaged Petrel/sonogram,petrel_soft_plumaged_sonogram,petrel_soft_plumaged_sound,petrel_soft_plumaged,petrel_soft_plumaged_plate,petrel_soft_plumaged_thumbnail,map_petrel_soft_plumaged_b,map_petrel_soft_plumaged_z,bar_petrel_soft_plumaged,petrel_softplumaged,Donsveerstormvoël
31,Plungers,Petrels,"Petrel, White-headed",01_02_17,White-headed Petrel,top,TBC,862,Birds/Plungers/Petrels/White-headed Petrel/birdviewillustration,Birds/Plungers/Petrels/White-headed Petrel/map,Birds/Plungers/Petrels/White-headed Petrel/thumbnail,Birds/Plungers/Petrels/White-headed Petrel/Photos/,Birds/Plungers/Petrels/White-headed Petrel/sonogram,petrel_white_headed_sonogram,petrel_white_headed_sound,petrel_white_headed,petrel_white_headed_plate,petrel_white_headed_thumbnail,map_petrel_white_headed_b,map_petrel_white_headed_z,bar_petrel_white_headed,petrel_whiteheaded,Witkopstormvoël
32,Plungers,Petrels,"Petrel, Barau's",01_02_16,Barau's Petrel,top,TBC,2244,Birds/Plungers/Petrels/Barau's Petrel/birdviewillustration,Birds/Plungers/Petrels/Barau's Petrel/map,Birds/Plungers/Petrels/Barau's Petrel/thumbnail,Birds/Plungers/Petrels/Barau's Petrel/Photos/,Birds/Plungers/Petrels/Barau's Petrel/sonogram,petrel_baraus_sonogram,petrel_baraus_sound,petrel_baraus,petrel_baraus_plate,petrel_baraus_thumbnail,map_petrel_baraus_b,map_petrel_baraus_z,bar_petrel_baraus,petrel_baraus,Baraustormvoël
33,Plungers,Petrels,"Petrel, Bulwer's",01_02_09,Bulwer's Petrel,top,TBC,994,Birds/Plungers/Petrels/Bulwer's Petrel/birdviewillustration,Birds/Plungers/Petrels/Bulwer's Petrel/map,Birds/Plungers/Petrels/Bulwer's Petrel/thumbnail,Birds/Plungers/Petrels/Bulwer's Petrel/Photos/,Birds/Plungers/Petrels/Bulwer's Petrel/sonogram,petrel_bulwers_sonogram,petrel_bulwers_sound,petrel_bulwers,petrel_bulwers_plate,petrel_bulwers_thumbnail,map_petrel_bulwers_b,map_petrel_bulwers_z,bar_petrel_bulwers,petrel_bulwers,Bleekvlerkkeilstert
34,Plungers,Petrels,"Petrel, Jouanin's",01_02_10,Jouanin's Petrel,top,TBC,1011,Birds/Plungers/Petrels/Jouanin's Petrel/birdviewillustration,Birds/Plungers/Petrels/Jouanin's Petrel/map,Birds/Plungers/Petrels/Jouanin's Petrel/thumbnail,Birds/Plungers/Petrels/Jouanin's Petrel/Photos/,Birds/Plungers/Petrels/Jouanin's Petrel/sonogram,petrel_jouanins_sonogram,petrel_jouanins_sound,petrel_jouanins,petrel_jouanins_plate,petrel_jouanins_thumbnail,map_petrel_jouanins_b,map_petrel_jouanins_z,bar_petrel_jouanins,petrel_jouanins,Donkervlerkkeilstert
35,Plungers,Shearwaters,"Shearwater, Cory's",01_03_01,Cory's Shearwater,uncommon,TBC,26,Birds/Plungers/Shearwaters/Cory's Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Cory's Shearwater/map,Birds/Plungers/Shearwaters/Cory's Shearwater/thumbnail,Birds/Plungers/Shearwaters/Cory's Shearwater/Photos/,Birds/Plungers/Shearwaters/Cory's Shearwater/sonogram,shearwater_corys_sonogram,shearwater_corys_sound,shearwater_corys,shearwater_corys_plate,shearwater_corys_thumbnail,map_shearwater_corys_b,map_shearwater_corys_z,bar_shearwater_corys,shearwater_corys,Geelbekpylstormvoël
36,Plungers,Shearwaters,"Shearwater, Scopoli's",01_03_02,Scopoli's Shearwater,top,TBC,10703,Birds/Plungers/Shearwaters/Scopoli's Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Scopoli's Shearwater/map,Birds/Plungers/Shearwaters/Scopoli's Shearwater/thumbnail,Birds/Plungers/Shearwaters/Scopoli's Shearwater/Photos/,Birds/Plungers/Shearwaters/Scopoli's Shearwater/sonogram,shearwater_scopolis_sonogram,shearwater_scopolis_sound,shearwater_scopolis,shearwater_scopolis_plate,shearwater_scopolis_thumbnail,map_shearwater_scopolis_b,map_shearwater_scopolis_z,bar_shearwater_scopolis,shearwater_scopolis,Scopolipylstormvoël
37,Plungers,Shearwaters,"Shearwater, Streaked",01_03_03,Streaked Shearwater,top,TBC,1033,Birds/Plungers/Shearwaters/Streaked Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Streaked Shearwater/map,Birds/Plungers/Shearwaters/Streaked Shearwater/thumbnail,Birds/Plungers/Shearwaters/Streaked Shearwater/Photos/,Birds/Plungers/Shearwaters/Streaked Shearwater/sonogram,shearwater_streaked_sonogram,shearwater_streaked_sound,shearwater_streaked,shearwater_streaked_plate,shearwater_streaked_thumbnail,map_shearwater_streaked_b,map_shearwater_streaked_z,bar_shearwater_streaked,shearwater_streaked,Gestreepte Pylstormvoël
38,Plungers,Shearwaters,"Shearwater, Great",01_03_04,Great Shearwater,uncommon,TBC,25,Birds/Plungers/Shearwaters/Great Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Great Shearwater/map,Birds/Plungers/Shearwaters/Great Shearwater/thumbnail,Birds/Plungers/Shearwaters/Great Shearwater/Photos/,Birds/Plungers/Shearwaters/Great Shearwater/sonogram,shearwater_great_sonogram,shearwater_great_sound,shearwater_great,shearwater_great_plate,shearwater_great_thumbnail,map_shearwater_great_b,map_shearwater_great_z,bar_shearwater_great,shearwater_great,Grootpylstormvoël
39,Plungers,Shearwaters,"Shearwater, Flesh-footed",01_03_05,Flesh-footed Shearwater,uncommon,TBC,881,Birds/Plungers/Shearwaters/Flesh-footed Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Flesh-footed Shearwater/map,Birds/Plungers/Shearwaters/Flesh-footed Shearwater/thumbnail,Birds/Plungers/Shearwaters/Flesh-footed Shearwater/Photos/,Birds/Plungers/Shearwaters/Flesh-footed Shearwater/sonogram,shearwater_flesh_footed_sonogram,shearwater_flesh_footed_sound,shearwater_flesh_footed,shearwater_flesh_footed_plate,shearwater_flesh_footed_thumbnail,map_shearwater_flesh_footed_b,map_shearwater_flesh_footed_z,bar_shearwater_flesh_footed,shearwater_fleshfooted,Bruinpylstormvoël
40,Plungers,Shearwaters,"Shearwater, Wedge-tailed",01_03_06,Wedge-tailed Shearwater,top,TBC,180,Birds/Plungers/Shearwaters/Wedge-tailed Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Wedge-tailed Shearwater/map,Birds/Plungers/Shearwaters/Wedge-tailed Shearwater/thumbnail,Birds/Plungers/Shearwaters/Wedge-tailed Shearwater/Photos/,Birds/Plungers/Shearwaters/Wedge-tailed Shearwater/sonogram,shearwater_wedge_tailed_sonogram,shearwater_wedge_tailed_sound,shearwater_wedge_tailed,shearwater_wedge_tailed_plate,shearwater_wedge_tailed_thumbnail,map_shearwater_wedge_tailed_b,map_shearwater_wedge_tailed_z,bar_shearwater_wedge_tailed,shearwater_wedgetailed,Keilstertpylstormvoël
41,Plungers,Shearwaters,"Shearwater, Sooty",01_03_07,Sooty Shearwater,common,TBC,29,Birds/Plungers/Shearwaters/Sooty Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Sooty Shearwater/map,Birds/Plungers/Shearwaters/Sooty Shearwater/thumbnail,Birds/Plungers/Shearwaters/Sooty Shearwater/Photos/,Birds/Plungers/Shearwaters/Sooty Shearwater/sonogram,shearwater_sooty_sonogram,shearwater_sooty_sound,shearwater_sooty,shearwater_sooty_plate,shearwater_sooty_thumbnail,map_shearwater_sooty_b,map_shearwater_sooty_z,bar_shearwater_sooty,shearwater_sooty,Malbaartjie
42,Plungers,Shearwaters,"Shearwater, Short-tailed",01_03_08,Short-tailed Shearwater,top,TBC,0,Birds/Plungers/Shearwaters/Short-tailed Shearwater/birdviewillustration,Birds/Plungers/Shearwaters/Short-tailed Shearwater/map,Birds/Plungers/Shearwaters/Short-tailed Shearwater/thumbnail,Birds/Plungers/Shearwaters/Short-tailed Shearwater/Photos/,Birds/Plungers/Shearwaters/Short-tailed Shearwater/sonogram,shearwater_short_tailed_sonogram,shearwater_short_tailed_sound,shearwater_short_tailed,shearwater_short_tailed_plate,shearwater_short_tailed_thumbnail,map_shearwater_short_tailed_b,map_shearwater_short_tailed_z,bar_shearwater_short_tailed,shearwater_shorttailed,Kortstertpylstormvoël
